eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
232.23,8.23,232.03,8.35,981,0.014021522,0.17240398,2.123813,-0.021970883,0.2730336,0.8538693636655807,160,40960,2714.8094548110003,2621440
224.55,7.07,211.82,7.76,967,0.011573419,0.14770508,2.1354983,-0.015903369,0.29167476,0.8483624756336212,161,41216,2731.753892980001,2637824
226.97,8.69,222.83,8.5,963,0.014704246,0.17683919,2.1315129,-0.015997605,0.29392073,0.8479745537042618,162,41472,2748.768685123001,2654208
214.31,7.56,221.64,7.52,985,0.010608055,0.13342285,2.1083415,-0.018650997,0.27757734,0.8601671457290649,163,41728,2765.395786741001,2670592
191.12,5.92,207.1,6.66,972,0.0129801845,0.16200764,2.1415846,-0.01926466,0.2581511,0.853327751159668,164,41984,2782.2445645710013,2686976
190.1,6.69,196.72,6.99,926,0.012985468,0.16552734,2.1557376,-0.025661506,0.21147126,0.8835018947720528,165,42240,2799.9310897430005,2703360
213.43,7.14,199.12,7.67,943,0.017325206,0.20265706,2.1212947,-0.023566948,0.27753934,0.8366808295249939,166,42496,2817.300688341,2719744
237.59,8.9,225.43,8.8,941,0.016546931,0.19480388,2.128218,-0.021537699,0.29627022,0.8650853931903839,167,42752,2834.696663181001,2736128
258.68,10.59,209.31,6.58,952,0.015913209,0.1831665,2.0980768,-0.016939046,0.32968774,0.8707142025232315,168,43008,2851.9026257140013,2752512
233.3,8.5,214.36,8.02,952,0.01408324,0.16945393,2.139468,-0.022045827,0.30108008,0.8672581762075424,169,43264,2869.1083628080014,2768896
220.52,7.43,216.26,9.02,961,0.012981177,0.16379802,2.118189,-0.024125265,0.27202794,0.8548246771097183,170,43520,2886.155287128,2785280
269.42,10.18,249.56,9.69,971,0.015320276,0.19451904,2.0920718,-0.016505025,0.39859155,0.8570317476987839,171,43776,2903.0279765640007,2801664
228.68,8.29,232.21,8.88,916,0.013840046,0.17016602,2.136134,-0.017904824,0.33111724,0.8400183767080307,172,44032,2920.9152078160005,2818048
217.14,6.92,229.43,8.13,944,0.011992485,0.14815266,2.1572115,-0.02192121,0.29376784,0.8518427163362503,173,44288,2938.269988864,2834432
224.43,8.32,226.85,8.64,944,0.012013028,0.15386963,2.0987973,-0.014002117,0.42812446,0.82869853079319,174,44544,2955.619461935001,2850816
242.31,8.09,239.78,8.45,967,0.010783141,0.13586426,2.1411746,-0.016730057,0.3883526,0.8183580935001373,175,44800,2972.5487044030015,2867200
240.19,8.37,237.13,8.39,940,0.016607767,0.1994222,2.1237307,-0.025872461,0.2688173,0.8710405826568604,176,45056,2989.968505803001,2883584
267.57,10.18,241.42,7.97,962,0.01610495,0.20141602,2.0745666,-0.022626208,0.32650265,0.8522461801767349,177,45312,3006.9904821790005,2899968
