eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
121.43,1.89,106.96,0.49,1238,0.016947513,0.19317627,2.0318696,-0.025611028,0.11241093,0.6143719851970673,134,34304,1783.1461728100003,2195456
90.05,1.37,104.9,0.56,1243,0.018275501,0.20281982,2.0372417,-0.026649073,0.085526675,0.620722234249115,135,34560,1796.325811106999,2211840
107.41,2.03,109.98,0.35,1238,0.015587646,0.18996175,2.0237482,-0.02567395,0.086247645,0.6405038833618164,136,34816,1809.5598728719997,2228224
119.62,1.97,112.78,1.19,1236,0.017532788,0.19626872,2.000817,-0.025939407,0.07144063,0.672410249710083,137,35072,1822.8126466139984,2244608
101.33,1.57,103.49,0.66,1235,0.017716115,0.20220947,2.031387,-0.025227197,0.06961826,0.6895344257354736,138,35328,1836.0760162369988,2260992
116.63,1.81,102.52,0.73,1237,0.018243449,0.2076823,2.0157425,-0.023757458,0.090168886,0.6129260957241058,139,35584,1849.3209580490002,2277376
110.96,1.59,105.71,0.51,1235,0.020303411,0.21356201,1.9885083,-0.028050797,0.09538444,0.6252254843711853,140,35840,1862.5849174359973,2293760
115.54,1.63,109.87,0.7,1239,0.018198198,0.20729573,1.9927663,-0.030714413,0.07117569,0.6964021325111389,141,36096,1875.8007225250003,2310144
114.12,2.06,107.92,0.66,1245,0.01973935,0.21927898,1.987956,-0.025766322,0.08668705,0.6556074917316437,142,36352,1888.9576111889983,2326528
115.81,1.71,107.58,1.33,1240,0.022079589,0.23813884,1.9792043,-0.02822,0.07244466,0.7124332785606384,143,36608,1902.1690839660005,2342912
119.63,1.69,105.86,0.65,1245,0.020528542,0.21728516,1.9327091,-0.023666522,0.11289654,0.5919225811958313,144,36864,1915.326919367999,2359296
134.81,2.32,101.98,0.46,1245,0.01770686,0.20310466,1.9508848,-0.023263855,0.13929692,0.5418837666511536,145,37120,1928.4806558259988,2375680
121.76,1.73,102.49,0.35,1239,0.021288576,0.21484375,1.9325761,-0.02203619,0.12212416,0.6081826686859131,146,37376,1941.7029679240004,2392064
121.39,2.27,107.83,0.51,1239,0.020372095,0.22062175,1.9352264,-0.026524976,0.111524604,0.6486876904964447,147,37632,1954.9271140409983,2408448
122.83,1.78,116.9,0.58,1251,0.020191956,0.22379558,1.8953409,-0.028785923,0.08828359,0.7013891041278839,148,37888,1968.0192104479975,2424832
127.47,2.41,112.23,0.81,1246,0.019138955,0.21948242,1.8940234,-0.023014626,0.13399778,0.6603192687034607,149,38144,1981.163422698999,2441216
132.99,2.33,110.28,1.01,1244,0.020875445,0.21655273,1.8774309,-0.025613457,0.11507053,0.6547248959541321,150,38400,1994.3349870549973,2457600
128.96,1.96,117.7,0.67,1247,0.020458864,0.21844482,1.9125862,-0.02606917,0.11627245,0.6317737996578217,151,38656,2007.4744390729975,2473984
144.69,2.01,112.1,0.69,1233,0.02221038,0.23671468,1.923546,-0.025250984,0.15164363,0.5962754189968109,152,38912,2020.758386264999,2490368
118.67,1.85,122.74,0.74,1235,0.019616675,0.21386719,1.9197341,-0.024837226,0.11991244,0.6663468182086945,153,39168,2034.0192188929977,2506752
114.27,1.97,129.65,0.8,1233,0.017258018,0.20361328,1.9467388,-0.025181092,0.12587483,0.680210679769516,154,39424,2047.3042174399998,2523136
125.31,1.83,105.26,0.38,1243,0.019689303,0.2167155,1.9583882,-0.025506524,0.12773527,0.6460530459880829,155,39680,2060.480100233999,2539520
130.4,2.29,124.37,1.33,1234,0.019105991,0.22074382,1.9337893,-0.0256131,0.12579918,0.6447346806526184,156,39936,2073.7513502529982,2555904
130.32,2.41,111.07,1.12,1245,0.02251886,0.23262532,1.9746504,-0.023467252,0.10957637,0.691386342048645,157,40192,2086.9089008329975,2572288
129.29,1.88,101.04,0.76,1245,0.019608365,0.21584065,1.9727248,-0.025592385,0.09695494,0.6774166524410248,158,40448,2100.0679831790003,2588672
